RA_ICRS,DE_ICRS,Source,Plx,pmRA,pmDE,Solved,nueff,pscol,RUWE,Gmag,BPmag,RPmag,BP-RP,RV,ELAT,RAJ2000,DEJ2000,Plx_corr,cluster
226.5408154118,-56.31726853485,5880538895205342848,1.2212,-7.561,-3.855,95,,1.2681,1.02,20.414282,21.562517,19.130104,2.432413,,-37.10857430465,226.54087600359,-56.31725140085,1.178051,0
226.46148394211,-56.3401629619,5880539174378845568,1.1586,-8.144,-5.034,95,,1.3523,1.021,19.798546,21.077251,18.4084,2.668852,,-37.14518101382,226.46154924491,-56.34014058756,1.148181,0
226.44446743844,-56.30292951671,5880539827213942656,1.1082,-6.309,-5.284,95,,1.2832,1.106,18.936375,20.26683,17.767336,2.499495,,-37.11345978349,226.44451798237,-56.30290603031,1.135459,0
226.49986120915,-56.28555323066,5880539930294491392,1.1275,-6.309,-4.976,95,,1.4025,1.041,20.484121,21.451445,19.451214,2.000231,,-37.08658232114,226.49991172633,-56.28553111561,1.122525,0
226.48601362671,-56.25964580027,5880539999013530240,1.3248,-6.493,-4.649,95,,1.2593,1.095,20.303038,21.424482,18.701237,2.723246,,-37.06488784647,226.48606558083,-56.25962513676,1.279951,0
226.94894554974,-56.2989071883,5880548657675042688,1.2709,-7.299,-4.039,95,,1.3149,1.015,20.301525,21.490753,19.159494,2.331259,,-37.01398409538,226.94900401326,-56.29888923679,1.2430949999999998,0
227.29151471469,-56.20328603066,5880553017058278656,1.2268,-6.955,-4.249,95,,1.3698,1.04,19.986824,21.398617,18.599062,2.799555,,-36.85956473972,227.29157028226,-56.20326714769,1.212646,0
227.17105299504,-56.25455548051,5880553983435241088,1.3605,-6.446,-4.474,95,,1.2908,1.153,20.55247,22.385824,19.490551,2.895273,,-36.93043744285,227.1711045679,-56.25453559493,1.324254,0
227.03947243836,-56.28319935857,5880554327032787072,1.3027,-6.993,-3.877,95,,1.5158,0.994,20.437778,21.66767,19.256254,2.411415,,-36.98214327781,227.03952843335,-56.28318212911,1.322382,0
227.02659446823,-56.28509304353,5880554391441840512,1.2189,-5.497,-3.577,31,1.317,,1.011,18.85858,20.003696,17.891613,2.112083,,-36.98635068754,227.02663848207,-56.28507714772,1.241491,0
227.03057119899,-56.2801315596,5880554395752261376,1.1477,-7.254,-5.762,95,,1.5324,1.118,20.556435,21.71348,19.14625,2.56723,,-36.98093447915,227.0306292735,-56.28010595283,1.172507,0
227.10517066378,-56.20300080262,5880555078636879488,1.1449,-6.066,-5.452,95,,1.3274,0.982,19.230587,20.561922,18.236923,2.324999,,-36.89431824945,227.10521912878,-56.20297657297,1.157101,0
227.08888656412,-56.19834485372,5880555289102329600,1.1926,-8.456,-4.791,95,,1.3418,1.014,20.02922,21.34962,18.798952,2.550669,,-36.89300449741,227.08895411779,-56.19832355953,1.171874,0
